ARANX,holloway-wealth-management-llc,
PG,holloway-wealth-management-llc,
HADUX,holloway-wealth-management-llc,
LOW,holloway-wealth-management-llc,
C,holloway-wealth-management-llc,
GM,holloway-wealth-management-llc,
UL,holloway-wealth-management-llc,
CPHYX,holloway-wealth-management-llc,
CVX,holloway-wealth-management-llc,
HESAX,holloway-wealth-management-llc,
FTSM,holloway-wealth-management-llc,
FNY,holloway-wealth-management-llc,
FTCS,holloway-wealth-management-llc,
FYX,holloway-wealth-management-llc,
JNJ,holloway-wealth-management-llc,
FPE,holloway-wealth-management-llc,
SCMLX,holloway-wealth-management-llc,
BABDX,holloway-wealth-management-llc,
AAANX,holloway-wealth-management-llc,
HD,holloway-wealth-management-llc,
HDMV,holloway-wealth-management-llc,
LMBS,holloway-wealth-management-llc,
NEE,holloway-wealth-management-llc,
MSFT,holloway-wealth-management-llc,
GOOGL,holloway-wealth-management-llc,
VZ,holloway-wealth-management-llc,
TSLA,holloway-wealth-management-llc,
AMZN,holloway-wealth-management-llc,
FIXD,holloway-wealth-management-llc,
FEX,holloway-wealth-management-llc,
MCD,holloway-wealth-management-llc,
PWB,holloway-wealth-management-llc,
JPM,holloway-wealth-management-llc,
CAT,holloway-wealth-management-llc,
YUM,holloway-wealth-management-llc,
TDOC,holloway-wealth-management-llc,
SHY,holloway-wealth-management-llc,
GOOG,holloway-wealth-management-llc,
BRK.B,holloway-wealth-management-llc,
RTX,holloway-wealth-management-llc,
MRK,holloway-wealth-management-llc,
ATVI,holloway-wealth-management-llc,
HYLS,holloway-wealth-management-llc,
UNH,holloway-wealth-management-llc,
FTSL,holloway-wealth-management-llc,
CWI,holloway-wealth-management-llc,
FTA,holloway-wealth-management-llc,
INTC,holloway-wealth-management-llc,
KO,holloway-wealth-management-llc,
VFSUX,holloway-wealth-management-llc,
MYL,deerfield-management-co-ny,30.91%,44.76%,
CNC,deerfield-management-co-ny,30.91%,44.76%,
ALXN,deerfield-management-co-ny,30.91%,44.76%,
BKD,deerfield-management-co-ny,30.91%,44.76%,
RETA,deerfield-management-co-ny,30.91%,44.76%,
AHCO,deerfield-management-co-ny,30.91%,44.76%,
BDSI,deerfield-management-co-ny,30.91%,44.76%,
MOH,deerfield-management-co-ny,30.91%,44.76%,
DCPH,deerfield-management-co-ny,30.91%,44.76%,
ADVM,deerfield-management-co-ny,30.91%,44.76%,
BDTX,deerfield-management-co-ny,30.91%,44.76%,
PTGX,deerfield-management-co-ny,30.91%,44.76%,
CNST,deerfield-management-co-ny,30.91%,44.76%,
TARA,deerfield-management-co-ny,30.91%,44.76%,
LUMO,deerfield-management-co-ny,30.91%,44.76%,
IMRA,deerfield-management-co-ny,30.91%,44.76%,
ARANX,holloway-wealth-management-llc,
PG,holloway-wealth-management-llc,
HADUX,holloway-wealth-management-llc,
LOW,holloway-wealth-management-llc,
C,holloway-wealth-management-llc,
GM,holloway-wealth-management-llc,
UL,holloway-wealth-management-llc,
CPHYX,holloway-wealth-management-llc,
CVX,holloway-wealth-management-llc,
HESAX,holloway-wealth-management-llc,
FTSM,holloway-wealth-management-llc,
FNY,holloway-wealth-management-llc,
FTCS,holloway-wealth-management-llc,
FYX,holloway-wealth-management-llc,
JNJ,holloway-wealth-management-llc,
FPE,holloway-wealth-management-llc,
SCMLX,holloway-wealth-management-llc,
BABDX,holloway-wealth-management-llc,
AAANX,holloway-wealth-management-llc,
HD,holloway-wealth-management-llc,
HDMV,holloway-wealth-management-llc,
LMBS,holloway-wealth-management-llc,
NEE,holloway-wealth-management-llc,
MSFT,holloway-wealth-management-llc,
GOOGL,holloway-wealth-management-llc,
VZ,holloway-wealth-management-llc,
TSLA,holloway-wealth-management-llc,
AMZN,holloway-wealth-management-llc,
FIXD,holloway-wealth-management-llc,
FEX,holloway-wealth-management-llc,
MCD,holloway-wealth-management-llc,
PWB,holloway-wealth-management-llc,
JPM,holloway-wealth-management-llc,
CAT,holloway-wealth-management-llc,
YUM,holloway-wealth-management-llc,
TDOC,holloway-wealth-management-llc,
SHY,holloway-wealth-management-llc,
GOOG,holloway-wealth-management-llc,
BRK.B,holloway-wealth-management-llc,
RTX,holloway-wealth-management-llc,
MRK,holloway-wealth-management-llc,
ATVI,holloway-wealth-management-llc,
HYLS,holloway-wealth-management-llc,
UNH,holloway-wealth-management-llc,
FTSL,holloway-wealth-management-llc,
CWI,holloway-wealth-management-llc,
FTA,holloway-wealth-management-llc,
INTC,holloway-wealth-management-llc,
KO,holloway-wealth-management-llc,
VFSUX,holloway-wealth-management-llc,
ARANX,holloway-wealth-management-llc,
PG,holloway-wealth-management-llc,
HADUX,holloway-wealth-management-llc,
LOW,holloway-wealth-management-llc,
C,holloway-wealth-management-llc,
GM,holloway-wealth-management-llc,
UL,holloway-wealth-management-llc,
CPHYX,holloway-wealth-management-llc,
CVX,holloway-wealth-management-llc,
HESAX,holloway-wealth-management-llc,
FTSM,holloway-wealth-management-llc,
FNY,holloway-wealth-management-llc,
FTCS,holloway-wealth-management-llc,
FYX,holloway-wealth-management-llc,
JNJ,holloway-wealth-management-llc,
FPE,holloway-wealth-management-llc,
SCMLX,holloway-wealth-management-llc,
BABDX,holloway-wealth-management-llc,
AAANX,holloway-wealth-management-llc,
HD,holloway-wealth-management-llc,
HDMV,holloway-wealth-management-llc,
LMBS,holloway-wealth-management-llc,
NEE,holloway-wealth-management-llc,
MSFT,holloway-wealth-management-llc,
GOOGL,holloway-wealth-management-llc,
VZ,holloway-wealth-management-llc,
TSLA,holloway-wealth-management-llc,
AMZN,holloway-wealth-management-llc,
FIXD,holloway-wealth-management-llc,
FEX,holloway-wealth-management-llc,
MCD,holloway-wealth-management-llc,
PWB,holloway-wealth-management-llc,
JPM,holloway-wealth-management-llc,
CAT,holloway-wealth-management-llc,
YUM,holloway-wealth-management-llc,
TDOC,holloway-wealth-management-llc,
SHY,holloway-wealth-management-llc,
GOOG,holloway-wealth-management-llc,
BRK.B,holloway-wealth-management-llc,
RTX,holloway-wealth-management-llc,
MRK,holloway-wealth-management-llc,
ATVI,holloway-wealth-management-llc,
HYLS,holloway-wealth-management-llc,
UNH,holloway-wealth-management-llc,
FTSL,holloway-wealth-management-llc,
CWI,holloway-wealth-management-llc,
FTA,holloway-wealth-management-llc,
INTC,holloway-wealth-management-llc,
KO,holloway-wealth-management-llc,
VFSUX,holloway-wealth-management-llc,
ARANX,holloway-wealth-management-llc,
PG,holloway-wealth-management-llc,
HADUX,holloway-wealth-management-llc,
LOW,holloway-wealth-management-llc,
C,holloway-wealth-management-llc,
GM,holloway-wealth-management-llc,
UL,holloway-wealth-management-llc,
CPHYX,holloway-wealth-management-llc,
CVX,holloway-wealth-management-llc,
HESAX,holloway-wealth-management-llc,
FTSM,holloway-wealth-management-llc,
FNY,holloway-wealth-management-llc,
FTCS,holloway-wealth-management-llc,
FYX,holloway-wealth-management-llc,
JNJ,holloway-wealth-management-llc,
FPE,holloway-wealth-management-llc,
SCMLX,holloway-wealth-management-llc,
BABDX,holloway-wealth-management-llc,
AAANX,holloway-wealth-management-llc,
HD,holloway-wealth-management-llc,
HDMV,holloway-wealth-management-llc,
LMBS,holloway-wealth-management-llc,
NEE,holloway-wealth-management-llc,
MSFT,holloway-wealth-management-llc,
GOOGL,holloway-wealth-management-llc,
VZ,holloway-wealth-management-llc,
TSLA,holloway-wealth-management-llc,
AMZN,holloway-wealth-management-llc,
FIXD,holloway-wealth-management-llc,
FEX,holloway-wealth-management-llc,
MCD,holloway-wealth-management-llc,
PWB,holloway-wealth-management-llc,
JPM,holloway-wealth-management-llc,
CAT,holloway-wealth-management-llc,
YUM,holloway-wealth-management-llc,
TDOC,holloway-wealth-management-llc,
SHY,holloway-wealth-management-llc,
GOOG,holloway-wealth-management-llc,
BRK.B,holloway-wealth-management-llc,
RTX,holloway-wealth-management-llc,
MRK,holloway-wealth-management-llc,
ATVI,holloway-wealth-management-llc,
HYLS,holloway-wealth-management-llc,
UNH,holloway-wealth-management-llc,
FTSL,holloway-wealth-management-llc,
CWI,holloway-wealth-management-llc,
FTA,holloway-wealth-management-llc,
INTC,holloway-wealth-management-llc,
KO,holloway-wealth-management-llc,
VFSUX,holloway-wealth-management-llc,
SHY,wealth-advisory-solutions-llc,
LLY,wealth-advisory-solutions-llc,
WMT,wealth-advisory-solutions-llc,
USMV,wealth-advisory-solutions-llc,
BSV,wealth-advisory-solutions-llc,
MTUM,wealth-advisory-solutions-llc,
IGSB,wealth-advisory-solutions-llc,
JPM,wealth-advisory-solutions-llc,
PCY,wealth-advisory-solutions-llc,
PFFD,wealth-advisory-solutions-llc,
VLO,wealth-advisory-solutions-llc,
CME,wealth-advisory-solutions-llc,
ACWV,wealth-advisory-solutions-llc,
EEM,wealth-advisory-solutions-llc,
ACWI,wealth-advisory-solutions-llc,
BND,wealth-advisory-solutions-llc,
EFAV,wealth-advisory-solutions-llc,
FIXD,wealth-advisory-solutions-llc,
HEFA,wealth-advisory-solutions-llc,
SPLG,wealth-advisory-solutions-llc,
SMMV,wealth-advisory-solutions-llc,
IMMU,wealth-advisory-solutions-llc,
IDLV,wealth-advisory-solutions-llc,
BSJR,wealth-advisory-solutions-llc,
SPAB,wealth-advisory-solutions-llc,
AOK,wealth-advisory-solutions-llc,
VZ,wealth-advisory-solutions-llc,
VCSH,wealth-advisory-solutions-llc,
GLDM,wealth-advisory-solutions-llc,
MINT,wealth-advisory-solutions-llc,
XLF,wealth-advisory-solutions-llc,
IEMG,wealth-advisory-solutions-llc,
DIS,wealth-advisory-solutions-llc,
LQD,wealth-advisory-solutions-llc,
XSLV,wealth-advisory-solutions-llc,
JNJ,wealth-advisory-solutions-llc,
BNDW,wealth-advisory-solutions-llc,
AGG,wealth-advisory-solutions-llc,
SPMD,wealth-advisory-solutions-llc,
BRK.B,wealth-advisory-solutions-llc,
PFE,wealth-advisory-solutions-llc,
MRK,wealth-advisory-solutions-llc,
MO,wealth-advisory-solutions-llc,
SO,wealth-advisory-solutions-llc,
SYK,wealth-advisory-solutions-llc,
IAGG,wealth-advisory-solutions-llc,
ULTA,wealth-advisory-solutions-llc,
SPIP,wealth-advisory-solutions-llc,
SPSM,wealth-advisory-solutions-llc,
IDV,wealth-advisory-solutions-llc,
IJH,lvz-advisors-inc,6.85%,-0.58%,
GSLC,lvz-advisors-inc,6.85%,-0.58%,
AGG,lvz-advisors-inc,6.85%,-0.58%,
IVW,lvz-advisors-inc,6.85%,-0.58%,
FIXD,lvz-advisors-inc,6.85%,-0.58%,
IVE,lvz-advisors-inc,6.85%,-0.58%,
FHLC,lvz-advisors-inc,6.85%,-0.58%,
FBND,lvz-advisors-inc,6.85%,-0.58%,
FLTB,lvz-advisors-inc,6.85%,-0.58%,
SLQD,lvz-advisors-inc,6.85%,-0.58%,
STIP,lvz-advisors-inc,6.85%,-0.58%,
FLOT,lvz-advisors-inc,6.85%,-0.58%,
TPLC,lvz-advisors-inc,6.85%,-0.58%,
FNX,lvz-advisors-inc,6.85%,-0.58%,
FM,lvz-advisors-inc,6.85%,-0.58%,
FMB,lvz-advisors-inc,6.85%,-0.58%,
IUSB,lvz-advisors-inc,6.85%,-0.58%,
HYLS,lvz-advisors-inc,6.85%,-0.58%,
ISMD,lvz-advisors-inc,6.85%,-0.58%,
TPHD,lvz-advisors-inc,6.85%,-0.58%,
FTC,lvz-advisors-inc,6.85%,-0.58%,
FEX,lvz-advisors-inc,6.85%,-0.58%,
FDVV,lvz-advisors-inc,6.85%,-0.58%,
NEAR,lvz-advisors-inc,6.85%,-0.58%,
FYX,lvz-advisors-inc,6.85%,-0.58%,
FTA,lvz-advisors-inc,6.85%,-0.58%,
FPE,lvz-advisors-inc,6.85%,-0.58%,
PCEF,lvz-advisors-inc,6.85%,-0.58%,
AAPL,lvz-advisors-inc,6.85%,-0.58%,
AMZN,lvz-advisors-inc,6.85%,-0.58%,
LEMB,lvz-advisors-inc,6.85%,-0.58%,
FREL,lvz-advisors-inc,6.85%,-0.58%,
GOVT,lvz-advisors-inc,6.85%,-0.58%,
SYK,lvz-advisors-inc,6.85%,-0.58%,
FAD,lvz-advisors-inc,6.85%,-0.58%,
UCON,lvz-advisors-inc,6.85%,-0.58%,
MLPAZZZZ,lvz-advisors-inc,6.85%,-0.58%,
JPM,lvz-advisors-inc,6.85%,-0.58%,
SO,lvz-advisors-inc,6.85%,-0.58%,
CSB,lvz-advisors-inc,6.85%,-0.58%,
MSFT,lvz-advisors-inc,6.85%,-0.58%,
BABA,lvz-advisors-inc,6.85%,-0.58%,
V,lvz-advisors-inc,6.85%,-0.58%,
GNTX,lvz-advisors-inc,6.85%,-0.58%,
FCX,lvz-advisors-inc,6.85%,-0.58%,
FXH,lvz-advisors-inc,6.85%,-0.58%,
IJH,lvz-advisors-inc,6.85%,-0.58%,
GSLC,lvz-advisors-inc,6.85%,-0.58%,
AGG,lvz-advisors-inc,6.85%,-0.58%,
IVW,lvz-advisors-inc,6.85%,-0.58%,
FIXD,lvz-advisors-inc,6.85%,-0.58%,
IVE,lvz-advisors-inc,6.85%,-0.58%,
FHLC,lvz-advisors-inc,6.85%,-0.58%,
FBND,lvz-advisors-inc,6.85%,-0.58%,
FLTB,lvz-advisors-inc,6.85%,-0.58%,
SLQD,lvz-advisors-inc,6.85%,-0.58%,
STIP,lvz-advisors-inc,6.85%,-0.58%,
FLOT,lvz-advisors-inc,6.85%,-0.58%,
TPLC,lvz-advisors-inc,6.85%,-0.58%,
FNX,lvz-advisors-inc,6.85%,-0.58%,
FM,lvz-advisors-inc,6.85%,-0.58%,
FMB,lvz-advisors-inc,6.85%,-0.58%,
IUSB,lvz-advisors-inc,6.85%,-0.58%,
HYLS,lvz-advisors-inc,6.85%,-0.58%,
ISMD,lvz-advisors-inc,6.85%,-0.58%,
TPHD,lvz-advisors-inc,6.85%,-0.58%,
FTC,lvz-advisors-inc,6.85%,-0.58%,
FEX,lvz-advisors-inc,6.85%,-0.58%,
FDVV,lvz-advisors-inc,6.85%,-0.58%,
NEAR,lvz-advisors-inc,6.85%,-0.58%,
FYX,lvz-advisors-inc,6.85%,-0.58%,
FTA,lvz-advisors-inc,6.85%,-0.58%,
FPE,lvz-advisors-inc,6.85%,-0.58%,
PCEF,lvz-advisors-inc,6.85%,-0.58%,
AAPL,lvz-advisors-inc,6.85%,-0.58%,
AMZN,lvz-advisors-inc,6.85%,-0.58%,
LEMB,lvz-advisors-inc,6.85%,-0.58%,
FREL,lvz-advisors-inc,6.85%,-0.58%,
GOVT,lvz-advisors-inc,6.85%,-0.58%,
SYK,lvz-advisors-inc,6.85%,-0.58%,
FAD,lvz-advisors-inc,6.85%,-0.58%,
UCON,lvz-advisors-inc,6.85%,-0.58%,
MLPAZZZZ,lvz-advisors-inc,6.85%,-0.58%,
JPM,lvz-advisors-inc,6.85%,-0.58%,
SO,lvz-advisors-inc,6.85%,-0.58%,
CSB,lvz-advisors-inc,6.85%,-0.58%,
MSFT,lvz-advisors-inc,6.85%,-0.58%,
BABA,lvz-advisors-inc,6.85%,-0.58%,
V,lvz-advisors-inc,6.85%,-0.58%,
GNTX,lvz-advisors-inc,6.85%,-0.58%,
FCX,lvz-advisors-inc,6.85%,-0.58%,
FXH,lvz-advisors-inc,6.85%,-0.58%,
IJH,lvz-advisors-inc,6.85%,-0.58%,
GSLC,lvz-advisors-inc,6.85%,-0.58%,
AGG,lvz-advisors-inc,6.85%,-0.58%,
IVW,lvz-advisors-inc,6.85%,-0.58%,
FIXD,lvz-advisors-inc,6.85%,-0.58%,
IVE,lvz-advisors-inc,6.85%,-0.58%,
FHLC,lvz-advisors-inc,6.85%,-0.58%,
FBND,lvz-advisors-inc,6.85%,-0.58%,
FLTB,lvz-advisors-inc,6.85%,-0.58%,
SLQD,lvz-advisors-inc,6.85%,-0.58%,
STIP,lvz-advisors-inc,6.85%,-0.58%,
FLOT,lvz-advisors-inc,6.85%,-0.58%,
TPLC,lvz-advisors-inc,6.85%,-0.58%,
FNX,lvz-advisors-inc,6.85%,-0.58%,
FM,lvz-advisors-inc,6.85%,-0.58%,
FMB,lvz-advisors-inc,6.85%,-0.58%,
IUSB,lvz-advisors-inc,6.85%,-0.58%,
HYLS,lvz-advisors-inc,6.85%,-0.58%,
ISMD,lvz-advisors-inc,6.85%,-0.58%,
TPHD,lvz-advisors-inc,6.85%,-0.58%,
FTC,lvz-advisors-inc,6.85%,-0.58%,
FEX,lvz-advisors-inc,6.85%,-0.58%,
FDVV,lvz-advisors-inc,6.85%,-0.58%,
NEAR,lvz-advisors-inc,6.85%,-0.58%,
FYX,lvz-advisors-inc,6.85%,-0.58%,
FTA,lvz-advisors-inc,6.85%,-0.58%,
FPE,lvz-advisors-inc,6.85%,-0.58%,
PCEF,lvz-advisors-inc,6.85%,-0.58%,
AAPL,lvz-advisors-inc,6.85%,-0.58%,
AMZN,lvz-advisors-inc,6.85%,-0.58%,
LEMB,lvz-advisors-inc,6.85%,-0.58%,
FREL,lvz-advisors-inc,6.85%,-0.58%,
GOVT,lvz-advisors-inc,6.85%,-0.58%,
SYK,lvz-advisors-inc,6.85%,-0.58%,
FAD,lvz-advisors-inc,6.85%,-0.58%,
UCON,lvz-advisors-inc,6.85%,-0.58%,
MLPAZZZZ,lvz-advisors-inc,6.85%,-0.58%,
JPM,lvz-advisors-inc,6.85%,-0.58%,
SO,lvz-advisors-inc,6.85%,-0.58%,
CSB,lvz-advisors-inc,6.85%,-0.58%,
MSFT,lvz-advisors-inc,6.85%,-0.58%,
BABA,lvz-advisors-inc,6.85%,-0.58%,
V,lvz-advisors-inc,6.85%,-0.58%,
GNTX,lvz-advisors-inc,6.85%,-0.58%,
FCX,lvz-advisors-inc,6.85%,-0.58%,
FXH,lvz-advisors-inc,6.85%,-0.58%,
IJH,lvz-advisors-inc,6.85%,-0.58%,
GSLC,lvz-advisors-inc,6.85%,-0.58%,
AGG,lvz-advisors-inc,6.85%,-0.58%,
IVW,lvz-advisors-inc,6.85%,-0.58%,
FIXD,lvz-advisors-inc,6.85%,-0.58%,
IVE,lvz-advisors-inc,6.85%,-0.58%,
FHLC,lvz-advisors-inc,6.85%,-0.58%,
FBND,lvz-advisors-inc,6.85%,-0.58%,
FLTB,lvz-advisors-inc,6.85%,-0.58%,
SLQD,lvz-advisors-inc,6.85%,-0.58%,
STIP,lvz-advisors-inc,6.85%,-0.58%,
FLOT,lvz-advisors-inc,6.85%,-0.58%,
TPLC,lvz-advisors-inc,6.85%,-0.58%,
FNX,lvz-advisors-inc,6.85%,-0.58%,
FM,lvz-advisors-inc,6.85%,-0.58%,
FMB,lvz-advisors-inc,6.85%,-0.58%,
IUSB,lvz-advisors-inc,6.85%,-0.58%,
HYLS,lvz-advisors-inc,6.85%,-0.58%,
ISMD,lvz-advisors-inc,6.85%,-0.58%,
TPHD,lvz-advisors-inc,6.85%,-0.58%,
FTC,lvz-advisors-inc,6.85%,-0.58%,
FEX,lvz-advisors-inc,6.85%,-0.58%,
FDVV,lvz-advisors-inc,6.85%,-0.58%,
NEAR,lvz-advisors-inc,6.85%,-0.58%,
FYX,lvz-advisors-inc,6.85%,-0.58%,
FTA,lvz-advisors-inc,6.85%,-0.58%,
FPE,lvz-advisors-inc,6.85%,-0.58%,
PCEF,lvz-advisors-inc,6.85%,-0.58%,
AAPL,lvz-advisors-inc,6.85%,-0.58%,
AMZN,lvz-advisors-inc,6.85%,-0.58%,
LEMB,lvz-advisors-inc,6.85%,-0.58%,
FREL,lvz-advisors-inc,6.85%,-0.58%,
GOVT,lvz-advisors-inc,6.85%,-0.58%,
SYK,lvz-advisors-inc,6.85%,-0.58%,
FAD,lvz-advisors-inc,6.85%,-0.58%,
UCON,lvz-advisors-inc,6.85%,-0.58%,
MLPAZZZZ,lvz-advisors-inc,6.85%,-0.58%,
JPM,lvz-advisors-inc,6.85%,-0.58%,
SO,lvz-advisors-inc,6.85%,-0.58%,
CSB,lvz-advisors-inc,6.85%,-0.58%,
MSFT,lvz-advisors-inc,6.85%,-0.58%,
BABA,lvz-advisors-inc,6.85%,-0.58%,
V,lvz-advisors-inc,6.85%,-0.58%,
GNTX,lvz-advisors-inc,6.85%,-0.58%,
FCX,lvz-advisors-inc,6.85%,-0.58%,
FXH,lvz-advisors-inc,6.85%,-0.58%,
IJH,lvz-advisors-inc,6.85%,-0.58%,
GSLC,lvz-advisors-inc,6.85%,-0.58%,
AGG,lvz-advisors-inc,6.85%,-0.58%,
IVW,lvz-advisors-inc,6.85%,-0.58%,
FIXD,lvz-advisors-inc,6.85%,-0.58%,
IVE,lvz-advisors-inc,6.85%,-0.58%,
FHLC,lvz-advisors-inc,6.85%,-0.58%,
FBND,lvz-advisors-inc,6.85%,-0.58%,
FLTB,lvz-advisors-inc,6.85%,-0.58%,
SLQD,lvz-advisors-inc,6.85%,-0.58%,
STIP,lvz-advisors-inc,6.85%,-0.58%,
FLOT,lvz-advisors-inc,6.85%,-0.58%,
TPLC,lvz-advisors-inc,6.85%,-0.58%,
FNX,lvz-advisors-inc,6.85%,-0.58%,
FM,lvz-advisors-inc,6.85%,-0.58%,
FMB,lvz-advisors-inc,6.85%,-0.58%,
IUSB,lvz-advisors-inc,6.85%,-0.58%,
HYLS,lvz-advisors-inc,6.85%,-0.58%,
ISMD,lvz-advisors-inc,6.85%,-0.58%,
TPHD,lvz-advisors-inc,6.85%,-0.58%,
FTC,lvz-advisors-inc,6.85%,-0.58%,
FEX,lvz-advisors-inc,6.85%,-0.58%,
FDVV,lvz-advisors-inc,6.85%,-0.58%,
NEAR,lvz-advisors-inc,6.85%,-0.58%,
FYX,lvz-advisors-inc,6.85%,-0.58%,
FTA,lvz-advisors-inc,6.85%,-0.58%,
FPE,lvz-advisors-inc,6.85%,-0.58%,
PCEF,lvz-advisors-inc,6.85%,-0.58%,
AAPL,lvz-advisors-inc,6.85%,-0.58%,
AMZN,lvz-advisors-inc,6.85%,-0.58%,
LEMB,lvz-advisors-inc,6.85%,-0.58%,
FREL,lvz-advisors-inc,6.85%,-0.58%,
GOVT,lvz-advisors-inc,6.85%,-0.58%,
SYK,lvz-advisors-inc,6.85%,-0.58%,
FAD,lvz-advisors-inc,6.85%,-0.58%,
UCON,lvz-advisors-inc,6.85%,-0.58%,
